zip_path,filename,class_idx,class_name,split,source
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_168820_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_159525_P11_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_128302_P8_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_115010_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_128204_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_115008_P7_L2.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_115008_P7_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_151957_P20_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_177831_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_177311_P3_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_171254_P2_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_11639_P1_L1.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_112583_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_178865_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_12510_P15_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_11639_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_115008_P7_L1.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_112583_P1_L1.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_151752_P6_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_133982_P5_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_176586_P32_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_112583_P1_L2.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_115010_P1_L1.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_133092_P4_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_14978_P2_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_158847_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_139401_P2_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_120402_P7_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_115010_P1_L2.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_127028_P2_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_170820_P3_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_141359_P4_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_160938_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_175634_P13_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_179930_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_125379_P6_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_13083_P9_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_130947_P4_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_151365_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_160773_P6_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_161810_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_164436_P5_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_180122_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_139033_P10_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_147284_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H1_202462_P2_L1.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_134196_P5_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_186615_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_130947_P3_L1.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_170947_P12_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_158236_P12_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_134001_P9_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_173654_P17_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_135180_P5_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_180171_P3_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_154422_P33_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_133805_P7_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_134721_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_167166_P2_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_152131_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_161877_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_158235_P11_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_179999_P15_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_164905_P2_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_171197_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_171515_P12_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_177311_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_191175_P2_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_164905_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_171253_P13_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_166410_P7_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_168269_P5_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_166411_P4_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_184397_P10_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_182863_P5_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_170567_P8_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_197956_P7_L1.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_164959_P2_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_171251_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_179977_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_166411_P5_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_176806_P1_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_179346_P4_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_171306_P10_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_183458_P2_L0.png,0,건선,train,DS14
/Users/kyoe/skin_ai/data/dataset_14/Training/01_raw/TS_건선_정면.zip,H0_177313_P8_L0.png,0,건선,train,DS14
